,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
3200,0,Finance and insurance,Equally male/female,Total,Total,Item not reported,0,S,0,0
3201,0,Finance and insurance,Total,Hispanic,Total,All firms,0,S,0,0
3202,0,Finance and insurance,Total,Hispanic,Total,Family-owned,0,D,0,0
3203,0,Finance and insurance,Total,Hispanic,Total,Not family-owned,0,D,0,0
3204,0,Finance and insurance,Total,Hispanic,Total,Total reporting,0,D,0,0
3205,0,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
3206,0,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,0,S,0,0
3207,0,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,S,0,0
3208,2819268,Finance and insurance,Total,Non-Hispanic,Total,All firms,4862,,0,34399
3209,286784,Finance and insurance,Total,Non-Hispanic,Total,Family-owned,1868,,0,5056
3210,249612,Finance and insurance,Total,Non-Hispanic,Total,Not family-owned,699,,0,2764
3211,536396,Finance and insurance,Total,Non-Hispanic,Total,Total reporting,2567,,0,7819
3212,0,Finance and insurance,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
3213,0,Finance and insurance,Total,Total,Minority,All firms,0,S,0,0
3214,0,Finance and insurance,Total,Total,Minority,Family-owned,0,S,0,0
3215,0,Finance and insurance,Total,Total,Minority,Not family-owned,0,D,0,0
3216,0,Finance and insurance,Total,Total,Minority,Total reporting,0,S,0,0
3217,0,Finance and insurance,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
3218,0,Finance and insurance,Total,Total,Equally minority/nonminority,Family-owned,0,S,0,0
3219,0,Finance and insurance,Total,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
3220,0,Finance and insurance,Total,Total,Equally minority/nonminority,Total reporting,0,S,0,0
3221,2722920,Finance and insurance,Total,Total,Nonminority,All firms,4640,,0,32780
3222,280939,Finance and insurance,Total,Total,Nonminority,Family-owned,1838,,0,4636
3223,247452,Finance and insurance,Total,Total,Nonminority,Not family-owned,629,,0,2664
3224,528391,Finance and insurance,Total,Total,Nonminority,Total reporting,2467,,0,7300
3225,0,Finance and insurance,Total,Total,Nonminority,Item not reported,0,S,0,0
3226,133526750,Finance and insurance,Total,Total,Total,All firms,198951,,0,1522944
3227,9224064,Finance and insurance,Total,Total,Total,Family-owned,25086,,0,150569
3228,39329683,Finance and insurance,Total,Total,Total,Not family-owned,86982,,0,401723
3229,48553747,Finance and insurance,Total,Total,Total,Total reporting,112067,,0,552291
3230,948285,Finance and insurance,Total,Total,Total,Item not reported,5646,,0,19492
3231,10809459,Finance and insurance,Female,Total,Total,All firms,38510,,0,177286
3232,1052245,Finance and insurance,Female,Total,Total,Family-owned,3491,,0,18522
3233,2560520,Finance and insurance,Female,Total,Total,Not family-owned,18526,,0,57290
3234,3612765,Finance and insurance,Female,Total,Total,Total reporting,22016,,0,75812
3235,130470,Finance and insurance,Female,Total,Total,Item not reported,1061,,0,3686
3236,116889750,Finance and insurance,Male,Total,Total,All firms,140970,,0,1247772
3237,5862999,Finance and insurance,Male,Total,Total,Family-owned,11046,,0,86255
3238,36401331,Finance and insurance,Male,Total,Total,Not family-owned,67338,,0,339415
3239,42264330,Finance and insurance,Male,Total,Total,Total reporting,78383,,0,425670
3240,795196,Finance and insurance,Male,Total,Total,Item not reported,4434,,0,15472
3241,5827541,Finance and insurance,Equally male/female,Total,Total,All firms,19473,,0,97886
3242,2308820,Finance and insurance,Equally male/female,Total,Total,Family-owned,10549,,0,45792
3243,367832,Finance and insurance,Equally male/female,Total,Total,Not family-owned,1119,,0,5018
3244,2676652,Finance and insurance,Equally male/female,Total,Total,Total reporting,11668,,0,50809
3245,0,Finance and insurance,Equally male/female,Total,Total,Item not reported,0,S,0,0
3246,2948349,Finance and insurance,Total,Hispanic,Total,All firms,9874,,0,52420
3247,391959,Finance and insurance,Total,Hispanic,Total,Family-owned,1042,,0,6920
3248,706231,Finance and insurance,Total,Hispanic,Total,Not family-owned,4223,,0,18475
3249,1098190,Finance and insurance,Total,Hispanic,Total,Total reporting,5264,,0,25395
3250,27105,Finance and insurance,Total,Hispanic,Total,Item not reported,270,,0,689
3251,0,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
3252,100552,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,454,,0,1875
3253,0,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,S,0,0
3254,268460,Finance and insurance,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,694,,0,3855
3255,130210495,Finance and insurance,Total,Non-Hispanic,Total,All firms,187854,,0,1464324
3256,8731553,Finance and insurance,Total,Non-Hispanic,Total,Family-owned,23589,,0,141773
3257,38455544,Finance and insurance,Total,Non-Hispanic,Total,Not family-owned,82519,,0,381268
3258,47187097,Finance and insurance,Total,Non-Hispanic,Total,Total reporting,106108,,0,523041
3259,921180,Finance and insurance,Total,Non-Hispanic,Total,Item not reported,5376,,0,18802
3260,7191801,Finance and insurance,Total,Total,Minority,All firms,24039,,0,117116
3261,498410,Finance and insurance,Total,Total,Minority,Family-owned,2221,,0,9709
3262,1638175,Finance and insurance,Total,Total,Minority,Not family-owned,9765,,0,35314
3263,2136585,Finance and insurance,Total,Total,Minority,Total reporting,11987,,0,45023
3264,47554,Finance and insurance,Total,Total,Minority,Item not reported,520,,0,1226
3265,0,Finance and insurance,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
3266,119921,Finance and insurance,Total,Total,Equally minority/nonminority,Family-owned,664,,0,2095
3267,283489,Finance and insurance,Total,Total,Equally minority/nonminority,Not family-owned,390,,0,2820
3268,403410,Finance and insurance,Total,Total,Equally minority/nonminority,Total reporting,1054,,0,4915
3269,0,Finance and insurance,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
3270,125589056,Finance and insurance,Total,Total,Nonminority,All firms,172962,,0,1395885
3271,8605733,Finance and insurance,Total,Total,Nonminority,Family-owned,22199,,0,138765
3272,37408019,Finance and insurance,Total,Total,Nonminority,Not family-owned,76826,,0,363589
3273,46013752,Finance and insurance,Total,Total,Nonminority,Total reporting,99026,,0,502354
3274,897492,Finance and insurance,Total,Total,Nonminority,Item not reported,5066,,0,18176
3275,145365550,Finance and insurance,Classifiable,Classifiable,Classifiable,All firms,223978,,0,1681348
3276,0,Finance and insurance,Classifiable,Classifiable,Classifiable,Family-owned,0,S,0,0
3277,0,Finance and insurance,Classifiable,Classifiable,Classifiable,Not family-owned,0,S,0,0
3278,0,Finance and insurance,Classifiable,Classifiable,Classifiable,Total reporting,0,S,0,0
3279,0,Finance and insurance,Classifiable,Classifiable,Classifiable,Item not reported,0,S,0,0
3280,536484795,Finance and insurance,Unclassifiable,Unclassifiable,Unclassifiable,All firms,13056,,0,4962605
3281,S,Finance and insurance,Unclassifiable,Unclassifiable,Unclassifiable,N/A2018,S,0.0,S,m
3282,82860,Real estate and rental and leasing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total reporting,1109,,0,2487
3283,0,Real estate and rental and leasing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
3284,68348663,Real estate and rental and leasing,Total,Non-Hispanic,Total,All firms,292389,,0,1357865
3285,8353507,Real estate and rental and leasing,Total,Non-Hispanic,Total,Family-owned,48173,,0,206230
3286,14835653,Real estate and rental and leasing,Total,Non-Hispanic,Total,Not family-owned,91520,,0,331369
3287,23189160,Real estate and rental and leasing,Total,Non-Hispanic,Total,Total reporting,139694,,0,537599
3288,0,Real estate and rental and leasing,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
3289,9645620,Real estate and rental and leasing,Female,Non-Hispanic,Total,All firms,71963,,0,205687
3290,967865,Real estate and rental and leasing,Female,Non-Hispanic,Total,Family-owned,7665,,0,25255
3291,2584246,Real estate and rental and leasing,Female,Non-Hispanic,Total,Not family-owned,28339,,0,61548
3292,3552111,Real estate and rental and leasing,Female,Non-Hispanic,Total,Total reporting,36003,,0,86803
3293,126237,Real estate and rental and leasing,Female,Non-Hispanic,Total,Item not reported,1019,,0,2987
3294,48797679,Real estate and rental and leasing,Male,Non-Hispanic,Total,All firms,165230,,0,947291
3295,4797021,Real estate and rental and leasing,Male,Non-Hispanic,Total,Family-owned,17472,,0,117145
3296,11832637,Real estate and rental and leasing,Male,Non-Hispanic,Total,Not family-owned,60350,,0,258943
3297,16629658,Real estate and rental and leasing,Male,Non-Hispanic,Total,Total reporting,77823,,0,376089
3298,0,Real estate and rental and leasing,Male,Non-Hispanic,Total,Item not reported,0,S,0,0
3299,9905364,Real estate and rental and leasing,Equally male/female,Non-Hispanic,Total,All firms,55195,,0,204887
3300,2588621,Real estate and rental and leasing,Equally male/female,Non-Hispanic,Total,Family-owned,23038,,0,63830
3301,418770,Real estate and rental and leasing,Equally male/female,Non-Hispanic,Total,Not family-owned,2832,,0,10878
3302,3007391,Real estate and rental and leasing,Equally male/female,Non-Hispanic,Total,Total reporting,25870,,0,74708
3303,52790,Real estate and rental and leasing,Equally male/female,Non-Hispanic,Total,Item not reported,701,,0,1580
3304,67293554,Real estate and rental and leasing,Total,Total,White,All firms,283015,,0,1332499
3305,8226824,Real estate and rental and leasing,Total,Total,White,Family-owned,46890,,0,203556
3306,14682766,Real estate and rental and leasing,Total,Total,White,Not family-owned,87849,,0,323571
3307,22909591,Real estate and rental and leasing,Total,Total,White,Total reporting,134741,,0,527127
3308,0,Real estate and rental and leasing,Total,Total,White,Item not reported,0,S,0,0
3309,454650,Real estate and rental and leasing,Total,Total,Black or African American,All firms,4031,,0,14173
3310,0,Real estate and rental and leasing,Total,Total,Black or African American,Family-owned,0,S,0,0
3311,108338,Real estate and rental and leasing,Total,Total,Black or African American,Not family-owned,1276,,0,3518
3312,121073,Real estate and rental and leasing,Total,Total,Black or African American,Total reporting,1592,,0,4361
3313,0,Real estate and rental and leasing,Total,Total,Black or African American,Item not reported,0,S,0,0
3314,86219,Real estate and rental and leasing,Total,Total,American Indian and Alaska Native,All firms,863,,0,2622
3315,0,Real estate and rental and leasing,Total,Total,American Indian and Alaska Native,Family-owned,0,S,0,0
3316,22437,Real estate and rental and leasing,Total,Total,American Indian and Alaska Native,Not family-owned,364,,0,657
3317,39537,Real estate and rental and leasing,Total,Total,American Indian and Alaska Native,Total reporting,448,,0,1472
3318,2060462,Real estate and rental and leasing,Total,Total,Asian,All firms,18273,,0,52250
3319,243200,Real estate and rental and leasing,Total,Total,Asian,Family-owned,2940,,0,7257
3320,544781,Real estate and rental and leasing,Total,Total,Asian,Not family-owned,6102,,0,14469
3321,787980,Real estate and rental and leasing,Total,Total,Asian,Total reporting,9043,,0,21726
3322,0,Real estate and rental and leasing,Total,Total,Asian,Item not reported,0,S,0,0
3323,5114,Real estate and rental and leasing,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,180,,0,180
3324,0,Real estate and rental and leasing,Total,Total,Native Hawaiian and Other Pacific Islander,Not family-owned,0,D,0,0
3325,0,Real estate and rental and leasing,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,D,0,0
3326,3927094,Real estate and rental and leasing,Total,Total,Minority,All firms,34070,,0,105801
3327,366370,Real estate and rental and leasing,Total,Total,Minority,Family-owned,4765,,0,11892
3328,1123804,Real estate and rental and leasing,Total,Total,Minority,Not family-owned,11022,,0,28185
3329,1490174,Real estate and rental and leasing,Total,Total,Minority,Total reporting,15787,,0,40077
3330,101199,Real estate and rental and leasing,Total,Total,Minority,Item not reported,754,,0,2927
3331,855161,Real estate and rental and leasing,Female,Total,Minority,All firms,11159,,0,24057
3332,70924,Real estate and rental and leasing,Female,Total,Minority,Family-owned,1185,,0,2579
3333,290510,Real estate and rental and leasing,Female,Total,Minority,Not family-owned,4283,,0,7972
3334,361434,Real estate and rental and leasing,Female,Total,Minority,Total reporting,5467,,0,10551
3335,0,Real estate and rental and leasing,Female,Total,Minority,Item not reported,0,S,0,0
3336,2505200,Real estate and rental and leasing,Male,Total,Minority,All firms,18437,,0,67935
3337,184580,Real estate and rental and leasing,Male,Total,Minority,Family-owned,1798,,0,5490
3338,789841,Real estate and rental and leasing,Male,Total,Minority,Not family-owned,6289,,0,19464
3339,974421,Real estate and rental and leasing,Male,Total,Minority,Total reporting,8087,,0,24954
3340,69912,Real estate and rental and leasing,Male,Total,Minority,Item not reported,510,,0,2157
3341,0,Real estate and rental and leasing,Equally male/female,Total,Minority,All firms,0,S,0,0
3342,110866,Real estate and rental and leasing,Equally male/female,Total,Minority,Family-owned,1783,,0,3822
3343,43453,Real estate and rental and leasing,Equally male/female,Total,Minority,Not family-owned,450,,0,749
3344,154319,Real estate and rental and leasing,Equally male/female,Total,Minority,Total reporting,2232,,0,4572
3345,0,Real estate and rental and leasing,Equally male/female,Total,Minority,Item not reported,0,S,0,0
3346,599190,Real estate and rental and leasing,Total,Total,Equally minority/nonminority,All firms,5206,,0,13070
3347,193653,Real estate and rental and leasing,Total,Total,Equally minority/nonminority,Family-owned,1953,,0,4835
3348,142649,Real estate and rental and leasing,Total,Total,Equally minority/nonminority,Not family-owned,557,,0,2169
3349,336303,Real estate and rental and leasing,Total,Total,Equally minority/nonminority,Total reporting,2509,,0,7004
3350,0,Real estate and rental and leasing,Total,Total,Equally minority/nonminority,Item not reported,0,S,0,0
3351,0,Real estate and rental and leasing,Female,Total,Equally minority/nonminority,All firms,0,S,0,0
3352,0,Real estate and rental and leasing,Female,Total,Equally minority/nonminority,Family-owned,0,D,0,0
3353,0,Real estate and rental and leasing,Female,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
3354,0,Real estate and rental and leasing,Female,Total,Equally minority/nonminority,Total reporting,0,D,0,0
3355,282272,Real estate and rental and leasing,Male,Total,Equally minority/nonminority,All firms,1156,,0,4626
3356,0,Real estate and rental and leasing,Male,Total,Equally minority/nonminority,Family-owned,0,S,0,0
3357,126788,Real estate and rental and leasing,Male,Total,Equally minority/nonminority,Not family-owned,377,,0,1839
3358,160553,Real estate and rental and leasing,Male,Total,Equally minority/nonminority,Total reporting,507,,0,2289
3359,0,Real estate and rental and leasing,Male,Total,Equally minority/nonminority,Item not reported,0,D,0,0
3360,315114,Real estate and rental and leasing,Equally male/female,Total,Equally minority/nonminority,All firms,3962,,0,8370
3361,159726,Real estate and rental and leasing,Equally male/female,Total,Equally minority/nonminority,Family-owned,1815,,0,4377
3362,15141,Real estate and rental and leasing,Equally male/female,Total,Equally minority/nonminority,Not family-owned,150,,0,300
3363,174868,Real estate and rental and leasing,Equally male/female,Total,Equally minority/nonminority,Total reporting,1965,,0,4677
