,industry,race,revenue_ranges
18701,Industries not classified,White,L
18702,Industries not classified,White,O
18703,Industries not classified,White,O
18704,Industries not classified,White,T
18705,Industries not classified,White,U
18706,Industries not classified,White,U
18707,Industries not classified,Black or African American,L
18708,Industries not classified,Black or African American,K
18709,Industries not classified,Black or African American,L
18710,Industries not classified,Black or African American,I
18738,Industries not classified,Black or African American,K
18739,Industries not classified,Black or African American,K
18740,Industries not classified,Black or African American,K
18764,Industries not classified,Black or African American,L
18766,Industries not classified,Black or African American,K
18770,Industries not classified,Black or African American,B
18790,Industries not classified,Black or African American,K
18792,Industries not classified,Black or African American,I
18795,Industries not classified,Black or African American,I
18797,Industries not classified,Black or African American,L
18798,Industries not classified,Black or African American,K
18799,Industries not classified,Black or African American,L
18800,Industries not classified,Black or African American,I
18828,Industries not classified,Black or African American,K
18829,Industries not classified,Black or African American,L
18832,Industries not classified,American Indian and Alaska Native,M
18833,Industries not classified,American Indian and Alaska Native,L
18834,Industries not classified,American Indian and Alaska Native,L
18859,Industries not classified,American Indian and Alaska Native,I
18862,Industries not classified,American Indian and Alaska Native,L
18863,Industries not classified,American Indian and Alaska Native,K
18864,Industries not classified,American Indian and Alaska Native,K
18887,Industries not classified,American Indian and Alaska Native,L
18888,Industries not classified,American Indian and Alaska Native,B
18892,Industries not classified,American Indian and Alaska Native,L
18893,Industries not classified,American Indian and Alaska Native,L
18894,Industries not classified,American Indian and Alaska Native,K
18918,Industries not classified,American Indian and Alaska Native,I
18919,Industries not classified,American Indian and Alaska Native,L
18920,Industries not classified,Asian,R
18921,Industries not classified,Asian,M
18922,Industries not classified,Asian,M
18923,Industries not classified,Asian,L
18924,Industries not classified,Asian,L
18929,Industries not classified,White,U
18930,Industries not classified,White,U
18931,Industries not classified,White,O
18932,Industries not classified,White,L
18933,Industries not classified,White,L
18936,Industries not classified,White,U
18938,Industries not classified,White,K
18940,Industries not classified,White,U
18945,Industries not classified,White,U
18946,Industries not classified,White,T
18947,Industries not classified,White,U
18948,Industries not classified,White,T
18949,Industries not classified,White,R
18950,Industries not classified,White,R
18951,Industries not classified,White,O
18952,Industries not classified,White,L
18953,Industries not classified,White,O
18954,Industries not classified,White,O
18955,Industries not classified,Asian,L
18956,Industries not classified,Asian,K
18957,Industries not classified,Asian,L
18959,Industries not classified,Asian,K
18960,Industries not classified,Asian,R
18961,Industries not classified,Asian,L
18962,Industries not classified,Asian,L
18963,Industries not classified,Asian,K
18964,Industries not classified,Asian,L
18972,Industries not classified,American Indian and Alaska Native,K
18973,Industries not classified,American Indian and Alaska Native,B
18976,Industries not classified,White,T
18977,Industries not classified,White,U
18978,Industries not classified,White,U
18979,Industries not classified,White,O
18981,Industries not classified,White,U
18982,Industries not classified,Black or African American,L
18983,Industries not classified,Black or African American,K
18984,Industries not classified,Black or African American,L
18985,Industries not classified,Black or African American,I
18988,Industries not classified,Black or African American,L
18989,Industries not classified,Black or African American,K
18992,Industries not classified,Asian,L
18993,Industries not classified,Asian,I
18994,Industries not classified,Asian,K
18997,Industries not classified,American Indian and Alaska Native,K
18998,Industries not classified,American Indian and Alaska Native,K
18999,Industries not classified,American Indian and Alaska Native,B
19000,Industries not classified,Asian,I
19006,Industries not classified,Asian,I
19013,Industries not classified,Black or African American,K
19015,Industries not classified,Black or African American,L
