,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
4502,4513903,Information,Equally male/female,Total,Total,All firms,9783,,0,71295
4503,14237,Information,Equally male/female,Total,Total,Federal government,61,,0,205
4504,97257,Information,Equally male/female,Total,Total,State and local government,380,,0,1870
4505,770716,Information,Equally male/female,Total,Total,Other businesses,2664,,0,12032
4506,68972,Information,Equally male/female,Total,Total,Other organizations,440,,0,1524
4507,358643,Information,Equally male/female,Total,Total,Individuals,1630,,0,9066
4508,1016847,Information,Equally male/female,Total,Total,Total reporting,3716,,0,18836
4509,66114,Information,Equally male/female,Total,Total,Item not reported,457,,0,1734
4510,1178089,Information,Total,Hispanic,Total,All firms,2876,,0,24072
4511,0,Information,Total,Hispanic,Total,Federal government,0,D,0,0
4512,31695,Information,Total,Hispanic,Total,State and local government,113,,0,486
4513,143988,Information,Total,Hispanic,Total,Other businesses,794,,0,2624
4514,19876,Information,Total,Hispanic,Total,Other organizations,174,,0,468
4515,55800,Information,Total,Hispanic,Total,Individuals,391,,0,2041
4516,202291,Information,Total,Hispanic,Total,Total reporting,1042,,0,4451
4517,26079,Information,Total,Hispanic,Total,Item not reported,123,,0,1997
4518,254849,Information,Female,Hispanic,Total,All firms,506,,0,5004
4519,0,Information,Female,Hispanic,Total,Federal government,0,D,0,0
4520,0,Information,Female,Hispanic,Total,State and local government,0,S,0,0
4521,13407,Information,Female,Hispanic,Total,Other businesses,128,,0,289
4522,0,Information,Female,Hispanic,Total,Other organizations,0,D,0,0
4523,6021,Information,Female,Hispanic,Total,Individuals,81,,0,156
4524,15245,Information,Female,Hispanic,Total,Total reporting,148,,0,361
4525,1400,Information,Female,Hispanic,Total,Item not reported,12,,0,60
4526,779890,Information,Male,Hispanic,Total,All firms,1942,,0,15759
4527,16658,Information,Male,Hispanic,Total,State and local government,67,,0,250
4528,111343,Information,Male,Hispanic,Total,Other businesses,541,,0,2046
4529,18275,Information,Total,Total,Equally minority/nonminority,State and local government,49,,0,324
4530,95681,Information,Total,Total,Equally minority/nonminority,Other businesses,373,,0,1186
4531,12843,Information,Total,Total,Equally minority/nonminority,Other organizations,82,,0,291
4532,53945,Information,Total,Total,Equally minority/nonminority,Individuals,152,,0,693
4533,138382,Information,Total,Total,Equally minority/nonminority,Total reporting,516,,0,1821
4534,0,Information,Total,Total,Equally minority/nonminority,Item not reported,0,S,0,0
4535,82490998,Information,Total,Total,Nonminority,All firms,56067,,0,911281
4536,283641,Information,Total,Total,Nonminority,Federal government,447,,0,4045
4537,1463358,Information,Total,Total,Nonminority,State and local government,1909,,0,22967
4538,8219660,Information,Total,Total,Nonminority,Other businesses,16877,,0,114400
4539,1260613,Information,Total,Total,Nonminority,Other organizations,2370,,0,16736
4540,2788192,Information,Total,Total,Nonminority,Individuals,7560,,0,64180
4541,10049375,Information,Total,Total,Nonminority,Total reporting,21525,,0,154910
4542,985054,Information,Total,Total,Nonminority,Item not reported,2476,,0,18335
4543,94243213,Information,Classifiable,Classifiable,Classifiable,All firms,73302,,0,1083153
4544,0,Information,Classifiable,Classifiable,Classifiable,Federal government,0,S,0,0
4545,0,Information,Classifiable,Classifiable,Classifiable,State and local government,0,S,0,0
4546,0,Information,Classifiable,Classifiable,Classifiable,Other businesses,0,S,0,0
4547,0,Information,Classifiable,Classifiable,Classifiable,Other organizations,0,S,0,0
4548,0,Information,Classifiable,Classifiable,Classifiable,Individuals,0,S,0,0
4549,0,Information,Classifiable,Classifiable,Classifiable,Total reporting,0,S,0,0
4550,0,Information,Classifiable,Classifiable,Classifiable,Item not reported,0,S,0,0
4551,296189818,Information,Unclassifiable,Unclassifiable,Unclassifiable,All firms,8315,,0,2590012
4552,0,Information,Unclassifiable,Unclassifiable,Unclassifiable,Federal government,0,S,0,0
4553,0,Information,Unclassifiable,Unclassifiable,Unclassifiable,State and local government,0,S,0,0
4554,50636,Finance and insurance,Total,Total,American Indian and Alaska Native,Total reporting,618,,0,1488
4555,3115859,Finance and insurance,Total,Total,Asian,All firms,8718,,0,44379
4556,0,Finance and insurance,Total,Total,Asian,State and local government,0,D,0,0
4557,312691,Finance and insurance,Total,Total,Asian,Other businesses,1173,,0,3783
4558,0,Finance and insurance,Total,Total,Asian,Other organizations,0,S,0,0
4559,314399,Finance and insurance,Total,Total,Asian,Individuals,2949,,0,7458
4560,557353,Finance and insurance,Total,Total,Asian,Total reporting,3613,,0,9291
4561,59928,Finance and insurance,Total,Total,Asian,Item not reported,750,,0,1500
4562,0,Finance and insurance,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,0,S,0,0
4563,0,Finance and insurance,Total,Total,Native Hawaiian and Other Pacific Islander,Other businesses,0,D,0,0
4564,0,Finance and insurance,Total,Total,Native Hawaiian and Other Pacific Islander,Individuals,0,S,0,0
4565,0,Finance and insurance,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
4566,0,Finance and insurance,Total,Total,Native Hawaiian and Other Pacific Islander,Item not reported,0,D,0,0
4567,7551114,Finance and insurance,Total,Total,Minority,All firms,25736,,0,123501
4568,0,Finance and insurance,Total,Total,Minority,Federal government,0,D,0,0
4569,0,Finance and insurance,Total,Total,Minority,State and local government,0,S,0,0
4570,802083,Finance and insurance,Total,Total,Minority,Other businesses,2806,,0,14016
4571,0,Finance and insurance,Total,Total,Minority,Other organizations,0,S,0,0
4572,1498866,Finance and insurance,Total,Total,Minority,Individuals,9915,,0,35305
4573,2049395,Finance and insurance,Total,Total,Minority,Total reporting,11229,,0,43608
4574,215392,Finance and insurance,Total,Total,Minority,Item not reported,2115,,0,5571
4575,1656408,Finance and insurance,Female,Total,Minority,All firms,7387,,0,31979
4576,0,Finance and insurance,Female,Total,Minority,State and local government,0,D,0,0
4577,108138,Finance and insurance,Female,Total,Minority,Other businesses,573,,0,3872
4578,0,Finance and insurance,Female,Total,Minority,Other organizations,0,D,0,0
4579,540225,Finance and insurance,Female,Total,Minority,Individuals,2660,,0,10942
4580,610530,Finance and insurance,Female,Total,Minority,Total reporting,2930,,0,13672
4581,84514,Finance and insurance,Female,Total,Minority,Item not reported,695,,0,2452
4582,5184874,Finance and insurance,Male,Total,Minority,All firms,15868,,0,81840
4583,0,Finance and insurance,Male,Total,Minority,Federal government,0,D,0,0
4584,0,Finance and insurance,Male,Total,Minority,State and local government,0,S,0,0
4585,651411,Finance and insurance,Male,Total,Minority,Other businesses,1903,,0,9393
4586,0,Finance and insurance,Male,Total,Minority,Other organizations,0,S,0,0
4587,864469,Finance and insurance,Male,Total,Minority,Individuals,6405,,0,21754
4588,1341305,Finance and insurance,Male,Total,Minority,Total reporting,7329,,0,27268
4589,101633,Finance and insurance,Male,Total,Minority,Item not reported,1030,,0,2369
4590,709831,Finance and insurance,Equally male/female,Total,Minority,All firms,2481,,0,9682
4591,0,Finance and insurance,Equally male/female,Total,Minority,State and local government,0,D,0,0
4592,0,Finance and insurance,Equally male/female,Total,Minority,Other businesses,0,S,0,0
4593,94172,Finance and insurance,Equally male/female,Total,Minority,Individuals,850,,0,2609
4594,97560,Finance and insurance,Equally male/female,Total,Minority,Total reporting,970,,0,2669
4595,29245,Finance and insurance,Equally male/female,Total,Minority,Item not reported,390,,0,750
4596,852468,Finance and insurance,Total,Total,Equally minority/nonminority,All firms,2457,,0,11388
4597,0,Finance and insurance,Total,Total,Equally minority/nonminority,Other businesses,0,S,0,0
4598,0,Finance and insurance,Total,Total,Equally minority/nonminority,Other organizations,0,D,0,0
4599,307841,Finance and insurance,Total,Total,Equally minority/nonminority,Individuals,900,,0,4169
4600,417260,Finance and insurance,Total,Total,Equally minority/nonminority,Total reporting,1120,,0,5058
4601,19755,Finance and insurance,Total,Total,Equally minority/nonminority,Item not reported,245,,0,386
4602,0,Finance and insurance,Female,Total,Equally minority/nonminority,All firms,0,S,0,0
4603,0,Finance and insurance,Female,Total,Equally minority/nonminority,Individuals,0,D,0,0
4604,0,Finance and insurance,Female,Total,Equally minority/nonminority,Total reporting,0,D,0,0
4605,0,Finance and insurance,Female,Total,Equally minority/nonminority,Item not reported,0,D,0,0
4606,0,Finance and insurance,Male,Total,Equally minority/nonminority,All firms,0,S,0,0
4607,0,Finance and insurance,Male,Total,Equally minority/nonminority,Other businesses,0,S,0,0
4608,0,Finance and insurance,Male,Total,Equally minority/nonminority,Individuals,0,S,0,0
4609,286197,Finance and insurance,Male,Total,Equally minority/nonminority,Total reporting,370,,0,2800
4610,0,Finance and insurance,Male,Total,Equally minority/nonminority,Item not reported,0,D,0,0
4611,0,Finance and insurance,Equally male/female,Total,Equally minority/nonminority,All firms,0,S,0,0
4612,0,Finance and insurance,Equally male/female,Total,Equally minority/nonminority,Other businesses,0,S,0,0
4613,0,Finance and insurance,Equally male/female,Total,Equally minority/nonminority,Other organizations,0,D,0,0
4614,95920,Finance and insurance,Equally male/female,Total,Equally minority/nonminority,Individuals,590,,0,1640
4615,124434,Finance and insurance,Equally male/female,Total,Equally minority/nonminority,Total reporting,720,,0,2049
4616,12615,Finance and insurance,Equally male/female,Total,Equally minority/nonminority,Item not reported,185,,0,266
4617,136961968,Finance and insurance,Total,Total,Nonminority,All firms,195787,,0,1546459
4618,98802,Finance and insurance,Total,Total,Nonminority,Federal government,379,,0,2033
4619,3151017,Finance and insurance,Total,Total,Nonminority,State and local government,2740,,0,37914
4620,31082780,Finance and insurance,Total,Total,Nonminority,Other businesses,33129,,0,239405
4621,3617471,Finance and insurance,Total,Total,Nonminority,Other organizations,4724,,0,41227
4622,37425333,Finance and insurance,Total,Total,Nonminority,Individuals,82617,,0,413346
4623,47086837,Finance and insurance,Total,Total,Nonminority,Total reporting,99559,,0,518974
4624,2951399,Finance and insurance,Total,Total,Nonminority,Item not reported,17699,,0,55559
4625,9173381,Finance and insurance,Female,Total,Nonminority,All firms,31331,,0,145762
4626,0,Finance and insurance,Female,Total,Nonminority,Federal government,0,S,0,0
4627,0,Finance and insurance,Female,Total,Nonminority,State and local government,0,S,0,0
4628,770059,Finance and insurance,Female,Total,Nonminority,Other businesses,4202,,0,14512
4629,390128,Finance and insurance,Female,Total,Nonminority,Other organizations,719,,0,4755
4630,1977329,Finance and insurance,Female,Total,Nonminority,Individuals,12885,,0,42445
4631,2560756,Finance and insurance,Female,Total,Nonminority,Total reporting,15348,,0,51409
4632,510145,Finance and insurance,Female,Total,Nonminority,Item not reported,4274,,0,12624
4633,122049313,Finance and insurance,Male,Total,Nonminority,All firms,145000,,0,1300385
4634,72634,Finance and insurance,Male,Total,Nonminority,Federal government,240,,0,1435
4635,3083421,Finance and insurance,Male,Total,Nonminority,State and local government,2420,,0,36636
4636,28982425,Finance and insurance,Male,Total,Nonminority,Other businesses,25148,,0,203504
4637,3095666,Finance and insurance,Male,Total,Nonminority,Other organizations,3689,,0,32837
4638,33767951,Finance and insurance,Male,Total,Nonminority,Individuals,61663,,0,339121
4639,41955697,Finance and insurance,Male,Total,Nonminority,Total reporting,73878,,0,420308
4640,2262755,Finance and insurance,Male,Total,Nonminority,Item not reported,11926,,0,38888
4641,5739274,Finance and insurance,Equally male/female,Total,Nonminority,All firms,19458,,0,100312
4642,0,Finance and insurance,Equally male/female,Total,Nonminority,Federal government,0,D,0,0
4643,30694,Finance and insurance,Equally male/female,Total,Nonminority,State and local government,130,,0,699
4644,1330296,Finance and insurance,Equally male/female,Total,Nonminority,Other businesses,3781,,0,21389
4645,0,Finance and insurance,Equally male/female,Total,Nonminority,Other organizations,0,S,0,0
4646,1680053,Finance and insurance,Equally male/female,Total,Nonminority,Individuals,8067,,0,31780
4647,2570384,Finance and insurance,Equally male/female,Total,Nonminority,Total reporting,10332,,0,47258
4648,178499,Finance and insurance,Equally male/female,Total,Nonminority,Item not reported,1498,,0,4046
4649,8996148,Finance and insurance,Total,Total,Total,All firms,19719,,0,123272
4650,0,Finance and insurance,Total,Total,Total,Federal government,0,D,0,0
4651,0,Finance and insurance,Total,Total,Total,State and local government,0,S,0,0
4652,1391915,Finance and insurance,Total,Total,Total,Other businesses,3062,,0,21022
4653,0,Finance and insurance,Total,Total,Total,Other organizations,0,S,0,0
4654,1208094,Finance and insurance,Total,Total,Total,Individuals,7342,,0,26515
4655,2357060,Finance and insurance,Total,Total,Total,Total reporting,9142,,0,42489
4656,312243,Finance and insurance,Total,Total,Total,Item not reported,2135,,0,6407
4657,53887,Finance and insurance,Female,Total,Total,All firms,335,,0,1198
4658,34400,Finance and insurance,Female,Total,Total,Individuals,190,,0,919
4659,34400,Finance and insurance,Female,Total,Total,Total reporting,190,,0,919
4660,0,Finance and insurance,Female,Total,Total,Item not reported,0,D,0,0
4661,8910012,Finance and insurance,Male,Total,Total,All firms,19177,,0,121502
4662,0,Finance and insurance,Male,Total,Total,Federal government,0,D,0,0
4663,0,Finance and insurance,Male,Total,Total,State and local government,0,S,0,0
4664,1390635,Finance and insurance,Male,Total,Total,Other businesses,3022,,0,20942
4665,0,Finance and insurance,Male,Total,Total,Other organizations,0,S,0,0
4666,1170818,Finance and insurance,Male,Total,Total,Individuals,7112,,0,25476
